e1,c1,s1,e2,c2,s2,e10,c10,s10,e100,c100,s100,
0.622886,-1.34246,3,2.16742,0.684659,3,0.368547,0.497371,4.2,0.949109,-0.105947,3.53,
1.16276,-1.28909,3,0.492254,0.0158189,4.5,0.547177,-0.117885,4.1,0.851605,2.08503,3.28,
0.170162,0.390697,1,0.622373,-6.04133,1,1.40485,0.215447,4.3,1.01179,0.706022,3.41,
0.158429,7.25719,6,1.3392,0.0361879,4,1.3402,-12.1118,3.6,1.13957,0.137109,3.5,
0.582387,7.01738,2,0.599743,-1.92749,4,1.08021,-0.818483,4,1.20007,-0.0987282,3.11,
0.89401,-0.400418,6,0.740231,-0.144819,1.5,1.02822,2.11018,4,1.0891,0.129516,3.45,
0.531245,-0.280014,3,0.241137,-4.06673,5.5,1.21888,0.214046,3.7,0.872344,4.11578,3.45,
0.0590078,-1.38407,4,1.98996,0.0173978,3,1.01029,0.291195,3.8,0.876805,-1.26853,3.45,
0.569528,1.12096,1,2.14531,0.8236,4.5,0.742776,3.72782,3.3,0.936378,1.45655,3.15,
0.101684,9.08707,2,0.610045,-1.11989,2.5,0.738191,-0.801662,4,1.04986,2.76216,3.45,
2.87114,-1.08955,3,0.256262,-0.988353,3,0.764161,-0.201709,3.3,1.25764,4.24716,3.37,
1.32157,-3.58009,1,1.90505,0.461227,3,1.32816,-0.673607,4,0.944094,-0.304877,3.42,
2.51573,1.22137,6,0.27298,3.06774,5.5,1.29805,-9.93526,3.2,0.977678,0.257501,3.28,
0.491913,1.86433,4,0.222704,5.0811,4.5,0.683514,-0.839696,3,1.05223,-0.117878,3.19,
0.696785,-1.67756,4,0.330322,0.524539,1,1.22917,-0.0377154,4.1,0.978629,-0.399558,3.66,
1.29274,1.24156,6,0.871081,-0.684834,3.5,1.2459,-2.63886,3.1,0.944051,-0.281095,3.62,
1.09853,0.863535,2,0.536262,14.6233,3.5,1.33635,1.19063,3.4,1.02395,2.85099,3.2,
0.0477585,0.929856,5,0.0855289,1.5482,4,1.4792,-2.84025,3,1.03515,0.36606,3.41,
0.373458,-7.63499,3,0.498225,-0.571844,3.5,0.713785,0.593046,3.3,1.06562,0.401797,3.53,
2.1989,1.69242,2,1.43129,-0.17875,1,2.18675,-2.12791,2.9,1.02526,-0.223259,3.46,
1.04544,-0.0580058,4,0.737054,2.65053,3,0.833908,-1.06253,4.3,0.86178,-1.64628,3.21,
1.20119,0.513062,3,1.11294,0.503344,2.5,1.973,-1.40108,4.2,0.931998,1.56136,3.19,
0.149338,3.9257,2,1.0056,-1.53823,5.5,0.911685,0.596647,3.5,1.08416,0.211339,3.58,
3.46527,-0.867685,1,2.06118,-0.41214,1.5,0.826493,-0.198385,3.8,1.01764,0.299849,3.83,
1.05774,1.10755,2,0.169604,1.44345,2,0.914737,-1.35021,3.6,0.983088,-1.72026,3.42,
2.69029,1.55213,6,0.221042,1.44148,3.5,1.2779,-0.218801,3.3,1.21577,-0.451225,3.77,
0.150297,-1.5054,4,1.20203,-1.44389,3.5,0.622808,-1.89101,3.3,0.944878,0.366555,3.5,
0.12449,41.6712,3,0.45156,-0.841767,2.5,0.744576,23.471,2.4,0.911455,-1.78384,3.69,
0.997192,-6.55771,2,1.55004,-1.38862,4,0.83814,0.181459,3.2,0.880825,-4.47423,3.5,
3.47259,0.901052,3,3.77217,31.6765,4,1.42185,0.770515,3.6,0.774154,-9.91983,3.5,
4.20146,1.57296,2,1.06289,-1.38974,3,0.664025,3.73916,4.3,1.02878,-3.18925,3.13,
1.19076,-1.19136,6,0.960066,1.87521,4,1.15359,0.0219779,3.3,0.976274,0.472051,3.35,
0.512232,-4.00375,4,0.864276,2.1662,1,0.65923,3.25769,3.8,0.863828,1.04624,3.49,
1.00468,0.126613,5,0.71481,-1.16196,5.5,0.986964,1.11617,2.9,0.904448,-1.84322,3.46,
0.756502,0.263238,2,0.200252,-0.418688,5.5,0.824565,0.950986,4.7,1.01693,1.62523,3.61,
1.32653,8.13937,2,1.58052,-2.05286,2.5,1.32427,5.15012,4.2,1.00377,-7.12108,3.61,
0.907955,-0.0443751,1,1.19351,0.433981,2.5,0.642201,0.324901,2.8,0.964678,-0.496282,3.68,
2.39827,-8.76878,3,0.705362,-5.73551,2,0.600744,-0.657839,3.2,0.930203,1.00295,3.4,
1.44195,0.372415,2,0.830691,-0.604656,5,0.769553,1.03751,4.4,0.936106,0.25496,3.48,
0.467332,-5.00121,3,0.725606,3.03375,2,0.762907,0.709109,3.7,1.1313,-1.68569,3.52,
0.716309,0.58317,2,0.281712,-0.649487,3.5,0.917215,3.92594,3.6,0.863643,0.490768,3.59,
1.00633,1.11453,6,0.6128,0.262069,4,0.767324,5.53907,3.5,0.899921,373.631,3.63,
0.877664,-0.0116545,1,1.01922,-1.85557,5,1.25645,2.11003,3.3,0.954357,0.0205351,3.37,
1.81164,-15.6336,1,0.086847,-0.18245,2.5,1.40149,0.817238,3.7,0.879043,-6.73456,3.5,
0.502791,-0.420103,3,0.221122,-0.254393,3,0.782616,0.9385,2.8,0.970001,1.46899,3.25,
2.80155,0.832192,5,0.0231334,-3.64144,3,0.87037,-0.229417,2.8,0.940403,-1.3916,3.5,
0.0297438,2.30797,4,0.549336,0.00159853,4.5,0.420275,-1.3272,3.7,0.788473,-11.705,3.5,
1.28981,-0.671744,5,0.94651,1.58177,1.5,0.681722,-0.515315,3.1,1.04862,0.367687,3.45,
6.02709,0.150223,6,0.980181,0.64951,2,0.570565,0.261907,3.2,0.986813,1.93996,3.6,
0.572036,-0.0315454,3,0.23014,-0.474788,5,1.20664,-0.679496,3.5,0.824288,-0.394468,3.44,
0.357809,2.04883,2,2.24093,1.99966,5,1.62552,0.403701,2.7,0.97716,-0.373964,3.48,
0.620496,-1.16661,5,0.357568,0.590825,3.5,0.887903,-1.27719,4.3,1.11396,-1.09652,3.51,
1.10886,-2.52509,2,1.56699,-0.500812,3.5,0.73878,0.826712,3.7,1.0284,-8.28,2.93,
0.392656,-0.919205,6,0.295391,-0.146852,3.5,1.58851,0.23321,3.5,0.949011,0.342614,3.59,
0.119229,0.648579,3,0.594669,1.37199,4.5,1.53896,1.06074,3.8,0.861489,-1.65824,3.36,
1.65419,0.265232,5,1.53066,12.3394,3,1.12588,-0.463547,3.5,1.12809,0.680214,3.26,
0.919992,0.185478,6,1.14631,2.30281,2.5,1.35275,-0.114907,3.2,0.990005,-1.17376,3.26,
2.46573,-0.258313,2,0.557659,-0.407115,3.5,0.867452,5.36107,3.5,0.952552,-0.638371,3.4,
1.1753,0.242511,3,0.922529,-0.33065,5,1.10229,-0.204063,3.2,0.84416,-0.187257,3.47,
0.948359,-2.26641,3,1.12108,1.61936,5.5,1.17292,-3.42093,3.6,1.01155,-0.0657929,3.45,
0.092478,0.37338,4,1.2053,0.606893,2.5,0.860617,-0.655614,3.1,1.03093,1.76399,3.33,
1.86653,-2833.19,1,0.280286,0.808006,4,0.932062,-5.12781,2.6,1.07434,-0.0166982,3.58,
1.46375,2.99569,5,0.617317,-1.37099,1.5,0.573734,30.1385,3.3,1.14203,2.35852,3.18,
0.165737,0.692441,2,0.475395,3.73512,3.5,1.42829,-0.982997,3.9,1.07951,-0.583652,3.67,
1.98093,-1.27056,2,0.412668,5.54693,3,1.72291,0.704976,3.2,0.995755,4.94862,3.36,
0.0192089,-13.3104,6,0.171899,-0.843001,4,0.713644,-3.66885,2.9,0.932734,1.46107,3.34,
0.190766,-0.677846,6,1.45301,0.382752,2,1.15866,-1.81454,3.1,0.90383,-1.31997,3.31,
0.0698865,0.101047,2,0.910147,-0.360512,2.5,0.554357,-0.530408,3,1.01323,2.193,3.42,
0.0644273,1.32112,3,1.47882,-0.262227,3.5,0.969161,0.0021341,4.1,0.916346,0.000864489,3.41,
0.0602612,4.85118,1,1.0011,0.593856,2.5,0.96899,167.816,3.5,1.06045,-0.538291,3.66,
0.691553,3.45108,2,1.19597,-0.824122,4,1.71886,-0.17753,3.2,0.825053,-0.0789308,3.49,
0.157297,6.20885,5,0.54465,0.645833,2,1.46232,-0.221052,3.2,0.988823,0.0126068,3.6,
0.697081,-0.111617,6,0.761835,0.329502,5.5,0.516573,1.07161,3,0.778277,-0.97152,3.37,
0.477222,2.3684,3,1.34059,0.710156,3.5,1.14922,-1.118,3.4,1.06329,4.18446,3.57,
1.1159,-0.124726,3,1.53887,2.56185,4.5,1.05993,-0.634689,2.6,0.903792,-0.0527371,3.73,
0.214983,0.0768775,3,1.44452,0.108182,4,0.884147,0.260309,3.3,0.980365,-9.2501,3.2,
0.461406,-0.153528,4,2.55232,-0.446116,3.5,1.05111,-0.12946,3.6,1.1239,1.02402,3.36,
2.12646,0.635027,2,0.462413,-1.55471,3,1.13976,-0.150089,3.3,0.782662,6.61463,3.53,
0.269299,0.186708,5,1.00103,-0.081051,4,0.660985,-0.185943,4,0.982076,1.74431,3.37,
0.434397,1.11266,3,1.09135,0.379351,3.5,1.07766,0.0449426,3.9,1.04101,0.203313,3.81,
1.76929,1.86718,6,1.33177,1.34819,3.5,0.734231,-47.7449,4.1,1.00892,-0.752546,3.38,
0.0781414,-0.404079,6,0.552403,8.23338,4.5,0.510792,0.622172,3.6,0.855793,0.68728,3.38,
0.649255,-1.25932,2,0.730485,-1.69462,6,1.17637,1.60588,3.6,0.90468,-7.89304,3.39,
0.114843,0.928723,4,0.879436,0.241901,2,0.974546,0.0478139,3.7,1.01492,1.98555,3.76,
0.443017,-0.86262,6,1.09599,0.124702,2,0.743796,0.66486,3.5,1.0701,-0.377419,3.61,
0.374474,-0.854359,3,1.45965,-0.51423,3.5,1.0928,-1.51497,3.2,0.975045,0.693892,3.15,
0.150026,-0.0847099,4,0.787831,-0.0956404,2.5,1.36012,-2.5652,3.9,1.07556,-0.253081,3.62,
1.65043,-1.65223,4,2.07927,-3.38671,4,1.21336,0.473941,3.6,1.03996,0.866105,3.46,
1.56568,1.17395,6,0.687809,0.712042,3.5,1.46864,-0.268261,4.1,1.03432,-0.26086,3.42,
1.7411,-7.21727,3,2.09388,-2.61124,3,1.65481,0.426121,3.3,0.920625,2.55633,3.24,
2.09729,0.845867,2,0.482494,-40.4108,4,1.23808,0.455471,3,1.04389,-0.49747,3.46,
1.16387,-0.651526,1,1.4562,1.13544,3.5,0.75092,1.54081,3.8,1.10885,2.00965,3.46,
0.738754,1.24801,6,1.45195,1.07599,4,1.02953,-1.53704,3.5,1.02183,-0.0342282,3.72,
1.09577,-0.571991,1,0.0462382,0.677315,2.5,0.828436,-0.0716367,4.4,1.04752,4.41173,3.52,
0.949924,0.317164,3,0.538901,-88.1745,3.5,1.06976,-9.1689,3.3,1.19304,0.642537,3.47,
1.14596,-0.162332,1,0.883971,0.687008,5.5,0.694247,2.17025,2.3,0.837368,0.101418,3.54,
0.06181,-0.640382,3,0.196701,-1.55993,4.5,1.59479,-2.15676,2.8,0.970313,0.0417064,3.92,
0.52043,-1.38333,3,0.985642,-0.763737,6,1.61158,1.02633,3.4,0.911062,-1.22666,3.35,
1.84367,-0.586279,6,0.277528,-0.930704,3.5,0.787383,5.1956,3.8,1.1206,-0.378104,3.54,
2.89657,-0.372393,4,0.885454,0.391126,4,1.01042,0.766797,3.5,0.861254,0.0710811,3.45,
0.156283,-0.192516,5,0.429536,0.915702,3,0.684504,-0.518416,3,1.14027,-0.363725,3.85,
1.00498,-0.133758,1,0.775031,1.54646,4,1.10777,1.54343,4.6,0.958547,0.224698,3.57,
0.389855,-0.550016,1,0.406533,0.0260882,2,0.707431,3.58211,3.3,1.13775,-0.0101934,3.4,
3.81672,-1.5693,1,0.611469,0.658052,4,0.554387,-0.775666,2.8,1.18293,0.2603,3.82,
0.121959,1.53094,3,0.818337,-0.672047,3.5,0.813767,-1.67625,3,0.851994,1.60272,3.69,
0.0382523,1.61909,5,0.515342,-0.220403,3,0.87885,3.71561,3.8,0.961069,0.303777,3.65,
0.97195,6.70886,6,0.246294,0.234775,5,0.770243,-0.0601107,2.7,0.994274,-0.931775,3.81,
0.37879,-1.68572,2,1.51903,0.790352,4.5,0.94645,0.0007755,3.4,0.980398,-1.76609,3.42,
0.528673,0.384848,5,2.00384,2.56942,5,0.905699,0.668564,3.5,1.17551,0.298799,3.51,
2.94219,-1.86518,2,1.37877,-6.63351,3,0.886506,-2.14567,2.7,0.942399,1.00535,4.01,
3.80302,73.7997,2,1.15048,2.33035,1,0.724034,-46.7658,2.3,1.15595,0.670952,3.45,
0.150832,-0.600506,6,0.471141,-3.39924,3,0.894041,0.319551,3.8,1.10562,-0.0986869,3.31,
1.00645,-1.22784,3,0.117351,-2.42326,3,1.09415,-0.614928,3.4,1.06786,-0.0779045,3.42,
1.86035,0.224492,5,0.922696,0.0461662,4,1.67121,2.08359,4.1,1.05864,-1.1976,3.38,
0.0104603,-0.254775,1,1.01327,-0.0307873,3,0.983081,0.747265,3.9,1.25422,-1.62217,3.34,
0.350558,0.358382,5,0.512676,8.12469,6,1.64277,-0.92991,3.2,1.06987,0.661824,3.48,
2.98288,1.04517,6,1.50191,4.10163,3.5,1.03354,-2.49366,4.2,0.836205,0.92875,3.56,
0.241988,0.688268,2,1.69687,1.13247,2.5,0.888685,2.30818,3.3,1.14659,2.06618,3.61,
2.98382,0.916834,3,0.688053,1.82905,3,1.7203,0.388075,3,0.954075,0.494881,3.5,
0.881673,0.144972,2,0.496209,1.04271,3.5,1.47322,0.689401,4.5,0.96261,0.0640129,3.53,
1.30157,-36.175,5,1.00811,-2.11759,1,1.02842,2.44846,2,1.12305,0.393635,3.31,
0.41134,-0.496524,4,1.81355,-0.166755,2,0.539604,-0.630155,3.4,1.03983,3.35625,3.43,
0.262856,0.563464,2,1.50971,-2.84487,2,1.17618,-0.841503,3.4,1.11418,-0.379191,3.37,
1.41134,-0.167833,1,0.386566,-1.89564,1.5,1.50686,0.444422,3.2,0.997275,-0.536846,3.37,
0.0940227,-1.02347,5,0.8133,0.393269,3,0.547927,-0.610861,3.1,0.998589,1.13247,3.24,
1.81782,-2.27853,2,0.675328,0.923651,4.5,0.527359,-0.983839,3.9,0.943342,-1.68045,3.39,
0.511626,0.0145383,5,0.622848,1.35684,3.5,1.32432,5.09084,3.7,0.956671,0.331749,3.22,
0.313492,9.87952,4,0.707667,-0.864654,4,0.796749,0.298523,4.2,1.09381,0.0576001,3.64,
0.731676,1.22026,5,0.779807,-1.29329,3.5,0.846277,1.62226,3,0.945097,0.438037,3.6,
0.111204,16.2253,5,0.562304,0.604967,6,1.189,-0.0689287,3.4,1.13594,0.53204,3.32,
2.55057,-1.93127,5,0.684045,2.70471,2,0.986659,-4.10684,3.5,0.993579,-0.684875,3.62,
0.0507544,-5.49932,2,1.88929,0.839573,3,1.07579,-0.616927,2.8,0.925812,-1.47318,3.44,
0.33159,-21.5016,1,0.773861,0.607344,1.5,0.505099,0.0414148,2.9,0.90238,-1.66147,3.4,
0.913818,0.791797,4,1.43454,-0.280888,3.5,1.31178,0.417885,3.6,1.14207,0.0499287,3.27,
0.746186,0.634408,6,1.01169,2.11781,5,0.734805,11.451,3.8,0.973223,0.31651,3.45,
0.501243,3.58505,2,0.174168,0.194131,4,0.608394,-0.075136,2.7,0.922937,-0.0490531,3.89,
0.544844,0.167115,3,0.311329,2.33021,4.5,1.36179,-2.60656,3,0.996661,1.45594,3.61,
0.924083,-1.35002,4,0.246922,-3.81325,3.5,0.988497,1.47545,3.8,0.924021,-0.269306,3.39,
0.745536,-46.4117,4,1.48969,-0.83679,3.5,0.653007,8.3735,3,1.04925,-23.5661,3.46,
1.50105,38.1891,1,1.76527,-0.0133844,2.5,0.927436,1.23318,2.4,1.05245,-1.51243,3.39,
0.114653,-4.64377,6,1.27338,1.90624,4.5,0.441243,39.4333,3.4,1.09981,-0.720659,3.64,
1.23319,-2.06638,2,0.49355,-0.593434,5.5,0.716791,-3.36718,3.9,0.915307,-0.284891,3.77,
1.36464,-0.690928,1,2.02924,0.701333,3.5,0.901908,0.0172946,3.9,0.952129,33.5591,3.45,
0.461609,0.219942,3,0.479292,1.15729,3.5,1.30666,1.7914,3.1,1.0586,-3.28386,3.71,
0.0585268,3.72012,3,0.897144,-3.3578,5,1.24763,-0.15121,4.1,1.0369,1.40043,3.55,
0.0521124,-0.780731,6,0.33553,2.60186,2.5,0.889937,-0.283522,4,1.04668,-3.6344,3.4,
0.7573,0.245242,5,0.627609,-1.16979,3.5,0.796384,2.28206,3.9,0.954001,0.207759,3.47,
1.39608,-1.40094,1,1.58654,-0.356224,4,0.903244,0.16534,2.8,0.810346,0.438866,3.3,
0.0855175,-0.37365,1,1.38534,0.764625,4.5,0.968347,-0.625246,3.6,0.995489,-0.275653,3.38,
1.09854,2.0537,1,0.846331,-0.261084,2,1.03565,-35.5118,2.8,1.05654,0.915453,3.38,
0.259478,-4.04794,4,1.2281,1.04463,2.5,0.725907,-0.873042,3.7,0.978478,-1.01018,3.51,
3.79828,0.266474,5,0.526536,-0.840192,3,1.11715,-0.0751574,3.2,0.975554,-0.412575,3.49,
0.27799,-7.10951,6,0.715265,-0.973285,4,1.82776,-5.45204,3.7,0.870212,5.68327,3.34,
0.0308532,1.01426,2,0.6216,0.191109,4,0.858522,1.41614,3.8,1.03805,-0.350836,3.37,
0.638532,-1.93859,3,1.06538,-4.52727,4,0.67474,54.2158,4.7,1.08686,0.84997,3.34,
0.379304,-1.81423,5,1.22488,-0.103109,4,0.881301,1.11404,4,0.993554,-0.706252,3.39,
0.0435767,1.22752,4,0.417419,-4.84896,3,1.66065,0.822479,3.6,0.971691,-2.06458,3.95,
0.444209,-0.232638,2,2.01123,1.22341,3.5,1.15204,0.505551,3.5,0.910075,1.55024,3.37,
0.0163242,-6.75397,2,1.62793,-0.240358,4,0.662348,-13.4964,3.4,0.781425,-0.884124,3.26,
0.8526,0.825413,2,2.75472,40.2355,1,0.992194,4.96691,4.1,0.909367,2.25262,3.59,
1.07268,-0.260766,4,0.915758,-12.2008,3,1.1508,-4.76297,3.3,0.975653,-0.0594153,3.62,
0.463781,-1.2376,5,0.657667,2.77324,4,1.39981,6.08876,3.5,0.92902,-2.09289,3.56,
0.429562,1.04219,6,0.648782,-0.806207,5,1.72127,-0.857753,3.3,0.982236,0.874968,3.89,
1.23022,1.82039,2,0.882068,1.1481,3.5,0.765431,-1.89018,3.2,1.15506,-0.889604,3.61,
0.429167,-0.440226,5,1.21285,-4.93439,5,0.7144,-0.80714,3.5,0.897911,-0.501712,3.54,
0.306131,-0.451085,3,1.64136,-0.129416,5.5,0.423193,-1.83767,2.8,1.03262,-0.13059,3.56,
0.141567,-0.437636,5,1.06383,0.529759,3.5,0.964027,-2.04181,4.4,0.844584,7.20889,3.09,
2.34958,-1.09968,6,0.44938,2.03624,4,1.02633,-2.94761,4,1.23129,0.702301,3.6,
2.97959,14.5426,6,0.132752,-0.900931,2,1.07598,-0.00627256,3.1,0.95181,1.31874,3.6,
0.440326,0.167593,6,0.553635,1.15083,1.5,0.471656,-2.08445,2.9,1.03444,-1.32838,3.48,
0.264566,0.701629,4,0.51196,-3.00195,3,1.16498,-0.361012,4.4,0.953806,0.269814,3.88,
1.20863,-1.54518,5,1.434,0.657759,5,1.16067,13.8274,3.6,0.929948,-3.52265,3.47,
0.358536,-0.594569,5,2.01572,0.930227,5.5,0.931818,-5.38141,4.1,0.945096,-0.681974,3.4,
0.843234,-0.811703,3,0.29989,0.941526,4.5,0.966062,4.77025,3.1,1.05194,0.975463,3.42,
0.970486,8.63966,2,1.74952,-1.72842,1.5,0.609414,-1.32682,3.1,1.15643,-1.87689,3.11,
1.80066,-0.106209,1,0.743287,-0.213477,3.5,1.1323,-0.183789,3.6,1.05762,2.44908,3.31,
1.85814,-2.94651,4,0.157335,1.99912,2.5,1.10741,41.8763,3.5,0.979151,1.0189,3.57,
0.18272,-0.318368,6,0.258192,29.9761,3.5,1.47107,-0.363908,3.2,1.00218,-7.81243,3.33,
0.199461,0.62679,1,2.59385,0.21463,4.5,0.944208,-0.0770575,3,1.22357,1.43381,3.36,
0.120986,-1.06527,2,1.85444,-6.82415,3.5,1.62776,-0.756795,3.7,0.935356,-1.32648,3.6,
0.29594,0.513919,6,0.0300469,-1.66964,2,0.926864,-2.44478,3.7,1.24011,-4.42766,3.13,
0.417428,-2.61895,4,0.842918,0.743134,2.5,1.25492,2.74668,3.6,1.08073,-0.274378,3.6,
0.229224,-1.18841,5,0.425834,-1.68065,2.5,1.1709,-4.05126,3.6,0.97498,-0.0658123,3.24,
2.59938,-0.857178,3,0.713226,0.120462,2.5,0.865609,0.145941,2.9,1.10391,1.31384,3.66,
0.82896,0.153301,1,1.45978,3.15743,2.5,0.891794,0.382308,2.8,0.969897,-0.802217,3.37,
1.5976,9.47421,4,0.688603,-25.0812,2.5,1.0031,-1.37924,3.3,0.940458,1.08042,3.69,
0.404811,14.0874,3,3.00804,-0.441897,6,1.16524,-0.402091,3.7,1.04386,1.76273,3.75,
0.215296,-0.110589,1,0.993282,-4.60841,4.5,0.66753,-0.39393,4,1.07334,-0.136893,3.43,
1.34594,-0.575761,3,0.639385,0.213669,2.5,0.681705,-0.638878,4,1.17356,-1.54158,3.59,
1.11326,-0.113327,3,1.10529,-0.407156,2.5,0.652823,0.305305,3.6,1.04743,-0.321606,3.56,
0.471616,-0.364076,3,1.25415,-17.1113,2,1.71645,9.21558,4.1,0.90396,2.94861,3.54,
0.495035,-0.241536,3,0.62375,0.737598,5,1.21608,-0.389322,4,1.04353,-1.1427,3.61,
0.383651,-17.6704,1,0.539856,1.26718,2,0.873544,3.9333,3.8,0.843978,-2.15871,3.45,
0.560088,0.221575,5,2.24525,-0.21899,2.5,1.33896,-1.36057,3.9,1.13395,2.14449,3.34,
0.0319875,-5.18461,1,0.436739,-0.0682908,3.5,1.57153,-0.50318,3.6,1.0377,2.59302,3.18,
0.188857,0.412109,4,0.645167,0.566376,3.5,0.909972,-0.257044,3.2,0.918285,-1.05858,3.55,
0.748506,-0.0701224,3,0.27901,2.86683,4,1.14893,-0.550552,3.3,0.85652,0.272426,3.51,
3.63271,-0.323011,3,0.716056,0.709704,3,0.800678,1.76162,3,0.974676,-1.3295,3.79,
0.192806,-0.9277,1,1.26857,0.965041,4,0.987604,-0.768003,2.6,1.00448,-0.0243594,3.53,
0.638782,1.12036,1,2.29428,1.44876,1.5,0.90386,-0.616483,4.3,1.03787,-0.131536,3.8,
4.68373,0.675168,5,1.63074,1.10699,3,0.929647,2.86839,3.3,1.02197,-0.139624,3.26,
0.58796,2.25036,3,0.491147,-1.01772,2.5,0.721629,20.7224,2.4,0.958352,1.48857,3.13,
0.197634,0.584704,2,0.406485,-0.431865,2.5,0.765588,0.288425,4.6,1.08529,-2.39823,3.49,
0.726033,4.63356,2,0.685196,-0.192137,3.5,1.02578,-0.537757,2.4,0.942059,0.632406,3.42,
0.131508,-0.373584,6,0.955802,-1.58972,5,0.971424,6.5707,4,0.986534,-0.414468,3.36,
0.262009,-1.88788,4,2.29423,-1.54973,2.5,1.42451,-0.249688,3.7,0.89635,-6.71523,3.68,
0.989345,-0.578263,1,1.43779,0.682292,2.5,1.20916,2.12434,3.8,0.987496,0.57885,3.39,
1.38185,-1.80552,3,0.652959,-4.85005,3,1.08792,-4.34349,3.7,0.939484,1.8758,3.56,
0.251306,-0.293791,5,0.859766,0.17538,4,0.850481,10.8393,3,1.18912,-0.167778,3.62,
2.33844,1.78453,3,0.249134,-8.19458,1,1.41904,-7.1398,3.2,0.93999,28.2775,3.45,
1.0921,-1.56723,6,0.964213,-1.3918,3,1.12818,-1.40253,4.5,0.941428,0.381756,3.48,
0.896935,0.00924899,6,2.06544,-0.233494,3,0.944786,0.661891,2.9,1.10489,-6.01728,3.58,
0.459355,0.126646,1,0.60402,-4.38289,1,0.592904,0.225586,3.9,0.941866,-0.842065,3.42,
0.129655,6.10404,6,1.38857,1.0333,3.5,1.09019,-0.816157,4,0.898149,0.482369,3.3,
2.02253,-0.628995,5,0.584719,-1.56685,4,1.12926,-0.125458,3.8,1.16596,0.838322,3.42,
0.314941,-0.153635,1,2.95126,0.0829816,3,0.962127,1.02444,2.9,1.00656,0.180639,3.45,
0.0878028,1.17449,6,2.68031,2.59472,4.5,1.09916,-4.33266,4.3,1.02143,-3.38004,3.61,
0.428887,0.696922,6,1.71262,-124.22,2,0.704113,1.68164,4.2,1.13635,-10.8912,3.66,
1.04716,-0.050722,2,0.854955,0.630675,2.5,0.646539,9.70047,3.9,0.862075,-1.08892,3.42,
0.83739,-18.7897,2,0.0664003,-0.353186,2,0.917223,1.2605,3.8,0.986454,-0.568012,3.6,
3.82689,6.38585,6,0.753726,-2.68521,5,0.933953,0.290762,2.9,0.93412,1.29675,3.44,
0.653324,6.57942,2,1.42013,9.4724,1,1.14296,0.275747,3.6,1.03473,-0.881153,3.27,
0.406331,-0.296321,4,0.613248,1.90749,4.5,0.992182,-2.82005,2.7,1.11134,-15.6379,3.38,
1.41494,0.226948,1,0.341472,3.69328,3,0.736685,0.189885,4.2,0.994328,-0.444331,3.51,
0.272951,0.48593,5,0.620152,-0.11677,2,0.701905,7.25123,2.7,1.02615,0.376114,3.49,
0.418047,0.798901,5,0.442865,0.235257,3,1.00876,-0.205428,3.8,1.07682,0.511755,3.62,
1.52669,-0.591048,2,1.66655,-0.331984,3,0.870631,-2.06368,3.2,0.989339,3.15289,3.55,
0.558254,0.346868,3,0.620861,0.374041,5,0.736208,1.02039,3.5,1.03349,5.88618,3.5,
1.38425,12.9063,3,0.377729,1.61401,5,1.06292,-0.255212,4,0.856943,0.0195926,3.72,
0.712039,1.90227,5,1.70462,1.34421,3.5,1.19189,-1.35363,3.1,0.854309,3.20665,3.15,
0.117072,-1.17041,4,0.812611,-2.20257,2.5,0.651106,3.67267,3.4,1.10659,-0.866183,3.48,
0.472232,1.24181,1,1.89212,9.56772,3,0.84258,-1.28983,3.4,1.03268,-0.675319,3.47,
0.0850206,3.99527,5,3.05872,-2.00107,4,0.838625,-1.56322,3.8,0.899396,-2.32644,3.55,
0.0536774,0.505762,4,0.674726,4.39506,5,0.734735,0.514464,4.1,0.877973,-0.899216,3.4,
4.04327,-0.288549,3,1.17226,-2.13608,2,1.09496,-0.920256,3.5,1.11422,0.484939,3.42,
4.2724,-0.369018,1,0.812503,-1.20948,1.5,1.06058,0.409311,3.7,1.03788,1.26968,3.72,
2.03956,-1.30046,1,2.42428,-0.273725,4.5,0.970712,-0.527452,3.1,0.973133,-0.776878,3.48,
0.936109,1.06717,6,1.28535,-0.69195,2,0.360281,-0.728219,3.6,0.891255,-0.21292,3.46,
0.593624,1.72929,6,1.3799,0.173255,2.5,1.09924,0.959669,3.5,0.934744,2.22357,3.35,
1.6271,-0.0647859,5,0.401594,-3.1441,3.5,1.35234,0.0880773,3.4,0.962578,0.666545,3.57,
1.26371,0.961825,5,0.422213,0.745564,4.5,0.739904,-1.67026,3.5,0.739228,-1.32997,3.24,
0.960474,1.56118,2,0.60619,-1.81478,3.5,1.87491,-6.16495,3.1,0.811133,-0.100455,3.42,
0.374286,-15.2731,1,0.174521,0.151893,1.5,0.55503,-1.89158,3.6,0.998214,1.19152,3.25,
1.1056,1.459,6,0.6854,-2.51837,2,0.361302,0.60505,2.5,1.15089,-0.0448504,3.34,
0.376823,0.0348488,3,0.104694,0.355276,2,0.502183,1.44944,3.5,0.993194,0.126728,3.74,
0.653534,0.0534742,6,0.626016,-1.74379,5,1.78025,-0.645994,3.3,1.02561,-0.97169,3.23,
1.71221,0.250046,6,0.598711,-4.23562,3.5,0.700707,-0.372552,3.3,0.786023,9.78831,3.57,
0.574195,0.0870841,3,0.905248,3.11727,4.5,1.88433,2.75898,4.4,1.06393,-2.0441,3.48,
1.75761,-0.71777,4,0.771483,0.755517,3.5,0.503,-1.33045,3.7,0.949603,-0.723881,3.51,
